id,year,name,mean,lower,upper,Rhat,n.eff
1P,1P-2020-2021,cp_1,196.6554046,151.9192786,245.8858481,1.000227527,32286
1P,1P-2020-2021,int_1,1.59645784,-2.130665997,5.26014649,1.000238942,27852
1P,1P-2020-2021,int_2,107.355116,104.2580592,110.4971261,1.000080849,27668
1P,1P-2020-2021,sigma_1,17.48078972,15.7850271,19.19603173,1.000128551,26458
1P,1P-2021-2022,cp_1,161.4987994,161.0058553,161.9552061,1.000002015,35189
1P,1P-2021-2022,cp_2,271.5004366,271.0227891,271.9728963,1.000103912,32649
1P,1P-2021-2022,int_1,84.59602697,81.06011283,88.01315908,1.000061121,28821
1P,1P-2021-2022,int_2,534.1390257,529.9333899,538.413204,1.000124951,30378
1P,1P-2021-2022,int_3,89.71757499,84.41908949,94.86054493,1.000036319,28485
1P,1P-2021-2022,sigma_1,22.49684445,20.83735869,24.22160288,1.000168326,27293
6C,6C-2020-2021,cp_1,246.4152008,245.1431295,246.999983,1.000646499,15472
6C,6C-2020-2021,cp_2,343.4999583,343.048971,343.9986233,1.000123504,31220
6C,6C-2020-2021,int_1,6.123988394,5.916814077,6.327378363,1.000162579,28070
6C,6C-2020-2021,int_2,3.002532272,2.712057627,3.271888873,1.000055991,26758
6C,6C-2020-2021,int_3,30.02502889,29.44437389,30.5974391,1.000343056,27813
6C,6C-2020-2021,sigma_1,1.406392281,1.293594416,1.519589585,1.000082077,26837
6C,6C-2021-2022,cp_1,65.98363513,64.99863276,67.00165745,1.000268633,18027
6C,6C-2021-2022,cp_2,69.49967111,69.0244626,69.97211371,1.000051585,32437
6C,6C-2021-2022,cp_3,70.4993703,70.04519493,70.99311978,0.99997435,32576
6C,6C-2021-2022,int_1,30.41392641,30.06725023,30.76365525,1.000107012,26782
6C,6C-2021-2022,int_2,33.75480523,32.20447723,35.47561225,1.000052474,21427
6C,6C-2021-2022,int_3,24.13494572,21.34996713,26.90839006,1.000327093,26589
6C,6C-2021-2022,int_4,5.562400606,5.376013965,5.750330891,1.000224638,27921
6C,6C-2021-2022,sigma_1,1.429645552,1.311817802,1.545594733,1.000162378,25237
7C,7C-2020-2021,cp_1,178.5000907,178.0466688,178.9943974,1.000060171,36058
7C,7C-2020-2021,cp_2,227.5007047,227.0510308,227.9998075,0.999981063,32125
7C,7C-2020-2021,cp_3,243.4977799,243.0408167,243.9890215,1.000069241,31537
7C,7C-2020-2021,int_1,3.984054096,1.764175429,6.325415495,1.000183718,28501
7C,7C-2020-2021,int_2,181.4264831,177.9911139,184.92274,1.000301632,29719
7C,7C-2020-2021,int_3,414.2564775,408.2215577,420.4354121,1.000033048,27201
7C,7C-2020-2021,int_4,1.332058061,-0.875885281,3.527056161,1.000027507,28391
7C,7C-2020-2021,sigma_1,12.40786626,11.41364553,13.42656656,1.000097446,27482
7C,7C-2021-2022,cp_1,111.6093097,105.6571917,120.9989611,1.086730144,716
7C,7C-2021-2022,cp_2,148.4520174,118.9352147,167.1786672,1.00379212,778
7C,7C-2021-2022,cp_3,189.4992705,189.0289676,189.9784597,1.000087637,38966
7C,7C-2021-2022,cp_4,190.4978114,190.0137118,190.961832,1.0000216,30847
7C,7C-2021-2022,cp_5,224.5003616,224.035756,224.9831349,1.000076829,33283
7C,7C-2021-2022,cp_6,225.5000661,225.0461527,225.9966332,0.999972129,32052
7C,7C-2021-2022,int_1,0.671118162,0.321045045,1.041905081,1.000673768,14830
7C,7C-2021-2022,int_2,3.4193439,2.204814636,4.58079401,1.034681873,751
7C,7C-2021-2022,int_3,5.138996776,4.359165646,5.968376646,1.000749339,1867
7C,7C-2021-2022,int_4,32.22540217,28.63993823,35.72168045,1.000000234,34635
7C,7C-2021-2022,int_5,180.4507601,179.8521485,181.0797318,0.999976556,37302
7C,7C-2021-2022,int_6,118.9120925,115.4237083,122.5733517,0.999999512,25511
7C,7C-2021-2022,int_7,1.800372199,1.501570868,2.109767431,1.000234282,29522
7C,7C-2021-2022,sigma_1,1.826792051,1.696008378,1.967491223,1.000002507,28033
0T_2nd,0T_2nd-2020-2021,cp_1,117.5104659,117.0364443,117.9945875,0.999988458,25845
0T_2nd,0T_2nd-2020-2021,cp_2,128.4983793,128.0001039,128.9501607,1.000010674,32252
0T_2nd,0T_2nd-2020-2021,cp_3,133.5776614,133.0000283,134.3377423,1.000027126,17040
0T_2nd,0T_2nd-2020-2021,cp_4,153.7731024,153.00008,154.9072917,1.000302955,12911
0T_2nd,0T_2nd-2020-2021,cp_5,252.4946641,252.000945,252.9547126,1.000407552,26184
0T_2nd,0T_2nd-2020-2021,int_1,0.627462436,0.095254136,1.153033737,1.000232225,27890
0T_2nd,0T_2nd-2020-2021,int_2,10.16490284,8.986268307,11.29657311,1.000004354,28148
0T_2nd,0T_2nd-2020-2021,int_3,1.420082699,-0.285596679,3.256860907,1.000071369,22768
0T_2nd,0T_2nd-2020-2021,int_4,8.818497654,7.951179423,9.685421663,1.000065046,25522
0T_2nd,0T_2nd-2020-2021,int_5,12.47631778,12.08430743,12.85516482,1.000497535,28242
0T_2nd,0T_2nd-2020-2021,int_6,0.484224188,0.126475593,0.833442635,1.000024808,28236
0T_2nd,0T_2nd-2020-2021,sigma_1,1.944030205,1.788885222,2.1028239,1.000133176,25927
0T_2nd,0T_2nd-2021-2022,cp_1,132.5003466,132.0366641,132.9857121,1.00003744,41114
0T_2nd,0T_2nd-2021-2022,cp_2,133.5018789,133.0022734,133.9504078,1.000152657,36144
0T_2nd,0T_2nd-2021-2022,cp_3,157.6199749,155.3466636,159.9934447,1.04608354,938
0T_2nd,0T_2nd-2021-2022,cp_4,223.5366164,223.0010478,223.9895506,1.00040464,22854
0T_2nd,0T_2nd-2021-2022,cp_5,259.498765,259.0107537,259.9593305,1.000063901,31728
0T_2nd,0T_2nd-2021-2022,int_1,0.473858346,0.355610409,0.586457652,0.999966017,32135
0T_2nd,0T_2nd-2021-2022,int_2,8.085655705,6.774437277,9.41954587,1.000171657,31828
0T_2nd,0T_2nd-2021-2022,int_3,12.16929586,11.89559945,12.44931664,1.000048642,31373
0T_2nd,0T_2nd-2021-2022,int_4,12.88898244,12.71802033,13.0540078,1.000229032,26896
0T_2nd,0T_2nd-2021-2022,int_5,10.56852213,10.35126499,10.79273381,1.000226842,29601
0T_2nd,0T_2nd-2021-2022,int_6,1.002408369,0.617920228,1.389778749,1.00002798,28567
0T_2nd,0T_2nd-2021-2022,sigma_1,0.676307593,0.618262076,0.736268227,1.000183646,25590
8C,8C-2020-2021,cp_1,172.4982046,172.0004773,172.9488225,1.000027768,38158
8C,8C-2020-2021,cp_2,173.4999546,173.0503374,173.9999419,0.999974901,33782
8C,8C-2020-2021,cp_3,176.4255681,175.6695685,176.9999926,1.0074133,944
8C,8C-2020-2021,cp_4,177.4999946,177.0000088,177.9499738,1.000019767,33010
8C,8C-2020-2021,cp_5,247.4978628,247.0006133,247.9481015,0.999965022,33218
8C,8C-2020-2021,cp_6,250.4998657,250.0195201,250.9673932,0.999962027,31161
8C,8C-2020-2021,int_1,1.79822585,-0.09016626,3.710154755,1.000024561,33285
8C,8C-2020-2021,int_2,116.4850818,96.60368745,135.8422658,1.000097415,34703
8C,8C-2020-2021,int_3,419.5355019,402.3522442,434.0425304,1.004935657,1103
8C,8C-2020-2021,int_4,527.421195,493.9505713,552.0130259,1.008445631,931
8C,8C-2020-2021,int_5,619.1824515,616.8057287,621.5584503,1.000043769,36741
8C,8C-2020-2021,int_6,343.5692547,331.8132163,354.8062436,1.000138442,26793
8C,8C-2020-2021,int_7,0.979995464,-0.843409551,2.875830823,1.000002452,29399
8C,8C-2020-2021,sigma_1,10.06889503,9.271549566,10.90574045,1.000051879,28368
8C,8C-2021-2022,cp_1,186.49927,186.0362977,186.9854542,1.00002184,42851
8C,8C-2021-2022,cp_2,187.5108186,187.0133205,187.9691061,1.000193978,12074
8C,8C-2021-2022,cp_3,256.4989242,256.0289884,256.9787964,1.000118732,31395
8C,8C-2021-2022,int_1,1.66385944,-1.948555206,5.345434253,0.999974788,30848
8C,8C-2021-2022,int_2,426.4992561,374.4138997,476.2955727,1.000252991,19731
8C,8C-2021-2022,int_3,590.9181104,585.0758322,596.9955551,1.000094309,28274
8C,8C-2021-2022,int_4,0.554695465,-4.624701242,5.992169532,1.000143156,27849
8C,8C-2021-2022,sigma_1,25.2305128,23.36288046,27.1878624,1.000082701,26199
4P,4P-2020-2021,cp_1,140.500848,140.0049872,140.9552612,1.000201386,36303
4P,4P-2020-2021,cp_2,250.4997602,250.0454609,250.9940675,1.000003483,34003
4P,4P-2020-2021,cp_3,333.5328106,333.0120265,333.9929766,1.000147915,19935
4P,4P-2020-2021,int_1,5.160563577,-3.988394019,14.41052896,1.000227649,32344
4P,4P-2020-2021,int_2,780.5523191,772.9156436,787.9037128,1.000023191,34171
4P,4P-2020-2021,int_3,69.78039718,61.05402159,78.27910228,1.000198152,28761
4P,4P-2020-2021,int_4,751.9069138,738.0430476,766.0976979,1.000083472,24581
4P,4P-2020-2021,sigma_1,39.61679186,36.47007544,42.94477862,1.000146157,29239
4P,4P-2021-2022,cp_1,111.5002953,111.0244439,111.9738975,1.000058468,34957
4P,4P-2021-2022,cp_2,123.2753256,122.2238958,123.9999857,1.000581297,18143
4P,4P-2021-2022,cp_3,165.5834304,162.0409783,171.8823088,1.000301527,3759
4P,4P-2021-2022,cp_4,186.4994108,186.0426883,186.9912517,0.999998889,33431
4P,4P-2021-2022,cp_5,259.4996722,259.0024169,259.9505372,1.000154781,32335
4P,4P-2021-2022,int_1,766.2998553,759.3064711,773.1478792,1.000003802,30960
4P,4P-2021-2022,int_2,269.1721202,247.9637207,291.3358722,1.000097217,29337
4P,4P-2021-2022,int_3,118.7155365,105.9352346,131.5850905,1.000240941,10363
4P,4P-2021-2022,int_4,208.3186588,188.3121585,230.5427252,1.000235026,7074
4P,4P-2021-2022,int_5,782.0182205,773.5888736,790.5248124,1.000094193,30113
4P,4P-2021-2022,int_6,31.56864252,19.25967334,43.84095954,1.000037591,29311
4P,4P-2021-2022,sigma_1,37.00702859,34.02177276,40.13058257,1.000042588,27492
0P,0P-2020-2021,cp_1,125.5024522,125.0069285,125.9532175,1.000174708,33033
0P,0P-2020-2021,cp_2,126.5004281,126.0060345,126.956187,1.000039667,32362
0P,0P-2020-2021,cp_3,252.4982654,252.0228351,252.9697119,1.00004086,31493
0P,0P-2020-2021,int_1,10.56469654,3.663001386,17.36651923,1.000172983,27611
0P,0P-2020-2021,int_2,473.9877642,422.3771531,524.6771977,1.00005114,26977
0P,0P-2020-2021,int_3,781.3069695,776.7221203,785.8678845,1.000148297,28743
0P,0P-2020-2021,int_4,2.194420125,-2.614895568,6.971614116,1.000076958,28956
0P,0P-2020-2021,sigma_1,26.13524272,24.04777824,28.32606197,1.000152409,26396
0P,0P-2021-2022,cp_1,120.4995672,120.0008864,120.9476955,1.000049093,32328
0P,0P-2021-2022,cp_2,123.5047175,123.0297586,123.9797492,1.000024269,30123
0P,0P-2021-2022,cp_3,144.507931,144.0527826,144.9999992,1.000312299,30503
0P,0P-2021-2022,cp_4,145.4985591,145.0107796,145.9583077,1.000093156,32176
0P,0P-2021-2022,int_1,0.836285396,0.524239095,1.158052333,0.999987768,29252
0P,0P-2021-2022,int_2,14.62754982,12.59761977,16.63546844,1.00005836,28779
0P,0P-2021-2022,int_3,22.99723486,22.24942916,23.7607888,1.000268816,28751
0P,0P-2021-2022,int_4,513.9331507,510.4339015,517.3070641,1.000141671,28373
0P,0P-2021-2022,int_5,779.3568177,778.139047,780.5822286,0.999981146,27589
0P,0P-2021-2022,sigma_1,1.773058934,1.574260482,1.979782823,1.00010481,26059
0E_2nd,0E_2nd-2021-2022,cp_1,17.50102798,17.02617906,17.97629211,0.99997712,32418
0E_2nd,0E_2nd-2021-2022,cp_2,27.45601996,27.00645346,27.99895778,1.000785947,17365
0E_2nd,0E_2nd-2021-2022,cp_3,30.12054684,29.10875287,30.99965771,1.000062002,9111
0E_2nd,0E_2nd-2021-2022,int_1,0.117051576,0.084382953,0.148466068,1.000190996,27748
0E_2nd,0E_2nd-2021-2022,int_2,0.396126053,0.361224978,0.432693283,1.000126675,28103
0E_2nd,0E_2nd-2021-2022,int_3,0.199439945,0.105158781,0.285722432,0.999980482,9182
0E_2nd,0E_2nd-2021-2022,int_4,0.473412923,0.4529538,0.494244241,1.000129897,22490
0E_2nd,0E_2nd-2021-2022,sigma_1,0.056803545,0.045929847,0.068584537,1.000245948,19177
6L_2nd,6L_2nd-2021-2022,cp_1,144.5000832,144.0149658,144.9623045,1.000098282,39802
6L_2nd,6L_2nd-2021-2022,cp_2,164.8633315,164.0000474,165.8687724,1.000061529,7900
6L_2nd,6L_2nd-2021-2022,cp_3,166.4993076,166.0500707,166.9999289,1.000103968,33095
6L_2nd,6L_2nd-2021-2022,cp_4,187.44563,186.9054524,187.999987,1.000007863,13384
6L_2nd,6L_2nd-2021-2022,cp_5,248.4981137,248.0122735,248.9603649,1.000023515,31528
6L_2nd,6L_2nd-2021-2022,int_1,3.005689438,-1.235008231,7.206725311,1.000119192,29346
6L_2nd,6L_2nd-2021-2022,int_2,191.4415149,180.2471539,202.6554867,1.000236595,24747
6L_2nd,6L_2nd-2021-2022,int_3,301.6515478,254.8400059,359.2066011,1.000103626,8295
6L_2nd,6L_2nd-2021-2022,int_4,684.559314,673.9985073,695.8563177,1.000011727,34940
6L_2nd,6L_2nd-2021-2022,int_5,759.3597694,753.1112551,765.6352695,1.000065898,27831
6L_2nd,6L_2nd-2021-2022,int_6,44.79758439,34.13772771,54.94210816,1.000180281,28726
6L_2nd,6L_2nd-2021-2022,sigma_1,24.9795572,22.80779685,27.18857117,1.000085933,25279
9H_2nd,9H_2nd-2021-2022,cp_1,115.7551149,111.5198552,120.0036521,1.000668597,11767
9H_2nd,9H_2nd-2021-2022,cp_2,142.3088535,141.0101852,142.9999786,1.000150697,17999
9H_2nd,9H_2nd-2021-2022,cp_3,150.500278,150.0001756,150.9507419,0.99997812,32853
9H_2nd,9H_2nd-2021-2022,cp_4,186.4992936,186.0471872,186.9972087,1.000210897,27735
9H_2nd,9H_2nd-2021-2022,cp_5,244.49709,244.0003239,244.9491568,1.000049445,31441
9H_2nd,9H_2nd-2021-2022,cp_6,265.5001749,265.0491105,265.9969492,1.000064059,31510
9H_2nd,9H_2nd-2021-2022,int_1,3.490973513,1.344302132,5.719037421,1.000078286,26317
9H_2nd,9H_2nd-2021-2022,int_2,17.79912513,13.21096178,22.31899671,1.000004995,22017
9H_2nd,9H_2nd-2021-2022,int_3,50.23690172,41.88245038,58.11324992,1.000198954,23368
9H_2nd,9H_2nd-2021-2022,int_4,413.5546029,409.7219181,417.3290708,1.000019858,28227
9H_2nd,9H_2nd-2021-2022,int_5,489.3373142,486.4498473,492.2383927,1.00008999,27949
9H_2nd,9H_2nd-2021-2022,int_6,268.7366604,264.0010112,273.6956745,1.000230685,27985
9H_2nd,9H_2nd-2021-2022,int_7,5.971344167,3.746630716,8.234082487,1.000027392,29247
9H_2nd,9H_2nd-2021-2022,sigma_1,11.40793645,10.58234016,12.29005408,0.999987259,26025
2H_2nd,2H_2nd-2021-2022,cp_1,158.5000084,158.0324419,158.9822007,1.000016861,32672
2H_2nd,2H_2nd-2021-2022,cp_2,196.2964161,195.5145792,196.9999912,1.000243637,11039
2H_2nd,2H_2nd-2021-2022,cp_3,259.4974058,259.0028704,259.9519787,1.000073217,32829
2H_2nd,2H_2nd-2021-2022,int_1,2.661883137,0.57870119,4.62413392,0.999980882,28615
2H_2nd,2H_2nd-2021-2022,int_2,144.0747492,140.2705437,148.3947225,0.99999372,19328
2H_2nd,2H_2nd-2021-2022,int_3,180.689411,177.5454217,183.8856415,1.000049701,18869
2H_2nd,2H_2nd-2021-2022,int_4,3.268574212,0.650597766,5.794508421,1.000012816,28478
2H_2nd,2H_2nd-2021-2022,sigma_1,12.51640147,11.56217973,13.49352814,1.000006235,18394
9P,9P-2021-2022,cp_1,144.4989996,144.0321351,144.9805328,1.000052002,34125
9P,9P-2021-2022,cp_2,246.5007083,246.0277307,246.9759654,1.000038802,32087
9P,9P-2021-2022,int_1,6.563883225,3.653987105,9.390096614,1.000189075,28276
9P,9P-2021-2022,int_2,562.1888478,558.9192149,565.4448581,1.000011693,27674
9P,9P-2021-2022,int_3,12.67296131,7.548541721,17.81994337,1.000223989,27962
9P,9P-2021-2022,sigma_1,16.68284327,15.27884251,18.08977424,1.000010491,27049
8N,8N-2021-2022,cp_1,54.49841595,54.00000734,54.94932156,1.000053639,37662
8N,8N-2021-2022,cp_2,118.4985083,118.026657,118.9761521,1.000090449,36932
8N,8N-2021-2022,cp_3,130.5012897,130.0332668,130.9840239,1.000043868,33872
8N,8N-2021-2022,cp_4,179.498988,179.0491637,179.9983054,1.000006483,32829
8N,8N-2021-2022,cp_5,201.9961718,201.0155431,202.9107129,1.000344581,18072
8N,8N-2021-2022,int_1,1.47296664,0.218122594,2.738022231,1.000023978,31150
8N,8N-2021-2022,int_2,31.75229543,30.76881907,32.72898098,1.000012357,32979
8N,8N-2021-2022,int_3,3.532934105,1.267515677,5.818881804,1.00041415,29353
8N,8N-2021-2022,int_4,31.04376328,29.92930701,32.17109974,1.000060058,33806
8N,8N-2021-2022,int_5,2.855713392,0.979528203,4.63854576,1.000349399,21372
8N,8N-2021-2022,int_6,33.3869576,32.71564201,34.05924211,1.000526167,28847
8N,8N-2021-2022,sigma_1,4.002366299,3.698812576,4.319164261,1.000194063,28465
9N,9N-2021-2022,cp_1,328.4989819,328.0084646,328.9569201,0.999990171,32032
9N,9N-2021-2022,int_1,17.62553354,14.17808679,21.03365981,1.000125752,29141
9N,9N-2021-2022,int_2,1222.585143,1209.480757,1235.530158,1.000149197,27481
9N,9N-2021-2022,sigma_1,30.59606192,28.3057183,32.99315701,1.000102436,28519
4M,4M-2021-2022,cp_1,93.73407884,93.00001767,94.79401243,1.000120239,18916
4M,4M-2021-2022,cp_2,122.7550234,122.0000748,123.9176385,1.000076968,19141
4M,4M-2021-2022,cp_3,190.757696,188.3312172,193.9974747,1.002201552,2282
4M,4M-2021-2022,cp_4,202.5010492,202.0472654,202.997112,1.000042481,25136
4M,4M-2021-2022,cp_5,223.5026741,223.0103734,223.9600343,1.000218683,32351
4M,4M-2021-2022,int_1,1.278567108,0.568840262,1.965118657,1.000161275,26741
4M,4M-2021-2022,int_2,13.34323853,12.24866407,14.50344162,1.000025554,26042
4M,4M-2021-2022,int_3,6.565992153,5.840286188,7.318577346,1.000128206,20916
4M,4M-2021-2022,int_4,10.70232408,8.797563321,12.68557431,1.000507666,4833
4M,4M-2021-2022,int_5,33.42508954,32.14254672,34.72397118,1.00011739,27895
4M,4M-2021-2022,int_6,4.150061462,3.653400088,4.650320965,1.000012952,28478
4M,4M-2021-2022,sigma_1,3.014464432,2.790053972,3.250413988,1.000022617,24684
5M,5M-2021-2022,cp_1,113.9824223,112.0002053,115.9070999,1.001720578,4886
5M,5M-2021-2022,cp_2,237.9618729,237.0000713,239.1411143,1.000409055,18688
5M,5M-2021-2022,int_1,0.266322744,-0.251332133,0.786798985,1.000206248,27260
5M,5M-2021-2022,int_2,5.752382755,5.30986586,6.205600538,0.999998061,27440
5M,5M-2021-2022,int_3,0.372173936,-0.075275314,0.810797352,0.999992665,28230
5M,5M-2021-2022,sigma_1,2.509407855,2.319072066,2.70057021,1.000066988,26526
5P,5P-2021-2022,cp_1,141.4983502,141.0100576,141.9599599,1.00004134,32350
5P,5P-2021-2022,cp_2,144.5024263,144.0431922,144.991277,0.999984248,32454
5P,5P-2021-2022,cp_3,244.502194,244.0495557,244.9972666,1.000118519,32343
5P,5P-2021-2022,cp_4,248.4988436,248.0313355,248.9800354,0.999970405,31336
5P,5P-2021-2022,int_1,2.498254664,-0.568021938,5.456845812,1.000083607,28279
5P,5P-2021-2022,int_2,194.4398036,175.2392745,213.3484283,0.999974707,29457
5P,5P-2021-2022,int_3,806.7701877,803.5116717,810.1959197,1.000030302,29826
5P,5P-2021-2022,int_4,317.2107854,300.4058867,333.5726549,1.000024543,27510
5P,5P-2021-2022,int_5,1.242180503,-2.255403921,4.539383133,1.000047262,28455
5P,5P-2021-2022,sigma_1,16.85161321,15.57251672,18.19191819,1.000302374,27684
6M,6M-2021-2022,cp_1,281.409385,280.4840745,281.9999906,1.000139457,16545
6M,6M-2021-2022,cp_2,288.5050288,288.0477113,288.9952784,1.00001914,31836
6M,6M-2021-2022,cp_3,292.5056301,292.0293779,292.9775155,0.99998751,31165
6M,6M-2021-2022,cp_4,294.500843,294.0496627,294.9999858,1.000096148,31888
6M,6M-2021-2022,int_1,4.124774522,2.586969178,5.725724019,1.000092071,29271
6M,6M-2021-2022,int_2,85.74754571,75.23686076,95.78357238,1.000330158,20427
6M,6M-2021-2022,int_3,162.6487753,149.7026396,175.3069801,1.000239653,27092
6M,6M-2021-2022,int_4,727.5762056,709.5049694,745.4399881,1.000317908,27915
6M,6M-2021-2022,int_5,1172.742057,1165.881105,1179.341858,1.000018871,27978
6M,6M-2021-2022,sigma_1,12.93211162,11.86613317,14.00889461,1.000441198,27336
7M,7M-2021-2022,cp_1,248.4994568,248.0156265,248.9649384,1.000063989,34878
7M,7M-2021-2022,cp_2,250.4991505,250.0274081,250.9760548,1.000002131,31708
7M,7M-2021-2022,int_1,6.709721148,4.742752389,8.619423038,1.000000309,28180
7M,7M-2021-2022,int_2,184.4315161,163.4434529,204.6812957,1.000133812,27848
7M,7M-2021-2022,int_3,26.19342278,23.24180743,29.17449878,1.00013444,28641
7M,7M-2021-2022,sigma_1,14.80786049,13.69132572,15.98027041,1.000076155,27293
8M,8M-2021-2022,cp_1,63.75171274,62.00160531,65.45319149,1.000019796,21837
8M,8M-2021-2022,cp_2,152.2798997,150.9995592,154.5228332,1.00010553,13215
8M,8M-2021-2022,int_1,0.335590162,-0.066010273,0.74319173,1.000160231,24586
8M,8M-2021-2022,int_2,4.579602463,4.29741016,4.854023788,1.000108435,25381
8M,8M-2021-2022,int_3,2.054140455,1.87413916,2.232553152,1.000051804,28646
8M,8M-2021-2022,sigma_1,1.314966419,1.213446099,1.416079945,1.000189797,25697
6R_2nd,6R_2nd-2021-2022,cp_1,67.49761477,67.04593521,67.9998052,1.000047703,30025
6R_2nd,6R_2nd-2021-2022,cp_2,69.50366629,69.0351713,69.98941921,1.000433744,25109
6R_2nd,6R_2nd-2021-2022,cp_3,160.5052106,160.0032127,160.961785,1.000038215,28245
6R_2nd,6R_2nd-2021-2022,cp_4,162.8070665,162.0000828,164.306915,1.000314039,8298
6R_2nd,6R_2nd-2021-2022,cp_5,190.4882489,190.0008174,190.960434,1.000039221,25805
6R_2nd,6R_2nd-2021-2022,cp_6,242.4995,242.0000183,242.949232,0.999987068,30931
6R_2nd,6R_2nd-2021-2022,int_1,0.570017036,-0.299331435,1.423007807,1.000113869,27403
6R_2nd,6R_2nd-2021-2022,int_2,13.23715619,9.087901529,17.33593082,1.000037616,23642
6R_2nd,6R_2nd-2021-2022,int_3,2.458485276,1.877949299,3.072774106,1.00046316,29318
6R_2nd,6R_2nd-2021-2022,int_4,13.93008729,9.458961924,18.62161664,1.000271801,11431
6R_2nd,6R_2nd-2021-2022,int_5,24.32527716,23.216093,25.45106101,1.000042499,26262
6R_2nd,6R_2nd-2021-2022,int_6,35.66778762,34.86411814,36.44887716,1.000036233,28109
6R_2nd,6R_2nd-2021-2022,int_7,2.461265393,1.885475693,3.020081232,1.000055367,27841
6R_2nd,6R_2nd-2021-2022,sigma_1,2.90508736,2.674621221,3.134263039,1.000233847,24840
0L_2nd,0L_2nd-2021-2022,cp_1,159.4980574,159.0145633,159.9618695,1.000049874,36954
0L_2nd,0L_2nd-2021-2022,cp_2,184.1309183,176.0645191,189.590475,1.005667936,5927
0L_2nd,0L_2nd-2021-2022,cp_3,248.4948708,248.0014992,248.9495886,0.999984832,31331
0L_2nd,0L_2nd-2021-2022,int_1,1.413423464,-2.712637163,5.503702454,1.00030303,29904
0L_2nd,0L_2nd-2021-2022,int_2,586.1603417,575.6210087,597.0761559,1.042139581,10671
0L_2nd,0L_2nd-2021-2022,int_3,616.6231749,610.2394935,623.0353471,1.000311241,15854
0L_2nd,0L_2nd-2021-2022,int_4,11.26918329,6.562444402,15.97571201,1.000495982,28091
0L_2nd,0L_2nd-2021-2022,sigma_1,24.70820411,22.78728746,26.60562035,1.00019116,25638
8E_2nd,8E_2nd-2021-2022,cp_1,144.5001964,144.0429843,144.9905538,1.000034695,34410
8E_2nd,8E_2nd-2021-2022,cp_2,248.4983022,248.0203205,248.9680214,1.000011466,31036
8E_2nd,8E_2nd-2021-2022,int_1,16.15305797,12.70807265,19.60158355,1.000066807,30618
8E_2nd,8E_2nd-2021-2022,int_2,560.7800679,556.9600813,564.4636504,1.000245435,28474
8E_2nd,8E_2nd-2021-2022,int_3,196.274978,192.7724471,199.8237357,1.000077135,28719
8E_2nd,8E_2nd-2021-2022,sigma_1,19.57547845,18.13168491,21.09777744,1.000004544,27961
7P,7P-2021-2022,cp_1,73.61335271,73.00000253,74.6262133,1.000144538,17233
7P,7P-2021-2022,cp_2,84.24052549,83.11436843,84.99999344,1.001625683,11088
7P,7P-2021-2022,cp_3,87.50254708,87.00328276,87.95646279,1.000156652,27424
7P,7P-2021-2022,cp_4,99.46904484,97.00225557,101.7013762,1.009205392,2150
7P,7P-2021-2022,cp_5,159.4978846,159.0062558,159.9611168,1.000064763,28320
7P,7P-2021-2022,cp_6,243.4973734,243.0103797,243.9582643,1.00006487,32021
7P,7P-2021-2022,int_1,2.289458689,1.626246897,2.957157212,1.000148115,26270
7P,7P-2021-2022,int_2,10.11312847,8.731156172,11.54802624,0.999983799,24544
7P,7P-2021-2022,int_3,3.330233606,0.594045864,6.230911872,1.017205431,12903
7P,7P-2021-2022,int_4,18.27286732,16.84234131,19.65256692,1.000218085,13087
7P,7P-2021-2022,int_5,22.35975559,21.80340462,22.95585557,1.000173758,26839
7P,7P-2021-2022,int_6,31.13487496,30.65400242,31.62977142,1.00008302,28398
7P,7P-2021-2022,int_7,2.525124543,2.100735129,2.921038703,1.000256966,27262
7P,7P-2021-2022,sigma_1,2.28570282,2.112563193,2.46208036,1.000047155,25233
8P,8P-2021-2022,cp_1,87.50241919,87.03789643,87.9855175,1.000050331,33751
8P,8P-2021-2022,cp_2,238.5776317,213.7146148,256.0128725,1.00030109,8461
8P,8P-2021-2022,cp_3,304.5001469,304.0348924,304.9849313,1.000078277,33914
8P,8P-2021-2022,cp_4,307.4974099,307.0261704,307.975356,0.999981058,32846
8P,8P-2021-2022,int_1,2.418773213,0.66075299,4.123268863,1.00012272,28359
8P,8P-2021-2022,int_2,64.94926858,63.76446845,66.13829545,1.000170485,22656
8P,8P-2021-2022,int_3,70.39146567,68.48033995,72.3578015,1.00000923,12195
8P,8P-2021-2022,int_4,127.3344582,119.613715,135.1973075,1.000183086,27636
8P,8P-2021-2022,int_5,335.3653266,331.3963946,339.3240947,1.000091269,26709
8P,8P-2021-2022,sigma_1,6.939432364,6.357824953,7.511608342,1.000068227,25637
9M,9M-2021-2022,cp_1,48.35067463,47.33323721,48.99998356,1.000198877,11061
9M,9M-2021-2022,cp_2,52.49208721,52.01472933,52.96570724,1.019811063,20177
9M,9M-2021-2022,cp_3,54.50506763,54.00008882,54.95201581,1.004599652,22030
9M,9M-2021-2022,cp_4,76.50590845,76.0497972,76.99888888,0.999981388,30677
9M,9M-2021-2022,cp_5,78.49315079,78.0012787,78.94947988,1.000001609,30735
9M,9M-2021-2022,int_1,0.135084954,0.00144862,0.259983391,1.000034685,23888
9M,9M-2021-2022,int_2,2.00900539,1.692189849,2.306527119,1.007195682,10569
